,Location,total_items,total_orders,avg_del_time,orders,items,street_address
519,"(60.186, 24.951)",39,16,32.5,>75% & <max,>75% & <max,"Karlsgatan 10, 00530 Helsingfors, Finland"
520,"(60.186, 24.945)",71,24,26.464912280701753,>max,>max,"Alpgatan 14, 00530 Helsingfors, Finland"
521,"(60.186, 24.962)",34,11,34.1,>25% & <75%,>25% & <75%,"Käenkuja 4a, 00500 Helsinki, Finland"
522,"(60.186, 24.958)",32,13,25.954545454545453,>25% & <75%,>25% & <75%,"Franzeninkatu 2, 00500 Helsinki, Finland"
523,"(60.186, 24.915)",41,20,32.979166666666664,>max,>75% & <max,"Topeliusgatan 16, 00250 Helsingfors, Finland"
524,"(60.186, 24.965)",77,31,31.88405797101449,>max,>max,"Käenkuja 8d, 00500 Helsinki, Finland"
525,"(60.186, 24.968)",19,5,26.875,>25% & <75%,>25% & <75%,"Sörnäs strandväg 27d, 00500 Helsingfors, Finland"
526,"(60.186, 24.921)",39,19,33.388888888888886,>max,>75% & <max,"Mannerheimintie 33a, 00250 Helsinki, Finland"
527,"(60.186, 24.961)",46,24,31.36842105263158,>max,>max,"Hämeentie 44, 00500 Helsinki, Finland"
528,"(60.186, 24.956)",50,21,30.526315789473685,>max,>max,"Torkelsgränd 22, 00500 Helsingfors, Finland"
529,"(60.186, 24.916)",35,13,31.875,>25% & <75%,>25% & <75%,"Topeliusgatan 29, 00250 Helsingfors, Finland"
530,"(60.186, 24.967)",26,8,35.625,>25% & <75%,>25% & <75%,"Sörnäs strandväg 27c, 00500 Helsingfors, Finland"
531,"(60.186, 24.966)",44,18,30.4375,>max,>75% & <max,"Vilhonvuorenkatu 11d, 00500 Helsinki, Finland"
532,"(60.186, 24.964)",27,13,28.181818181818183,>25% & <75%,>25% & <75%,"Vilhonvuorenkuja 2, 00500 Helsinki, Finland"
533,"(60.186, 24.914)",14,9,36.666666666666664,>25% & <75%,>25% & <75%,"Mikael Lybecks gata 10a, 00250 Helsingfors, Finland"
534,"(60.186, 24.917)",33,13,35.75,>25% & <75%,>25% & <75%,"Nordenskiöldinkatu 6, 00250 Helsinki, Finland"
535,"(60.186, 24.955)",74,22,33.5,>max,>max,"Torkelsgränd 18, 00500 Helsingfors, Finland"
536,"(60.186, 24.938)",4,1,28.0,<25%,<25%,"Helsingegatan 50, 00530 Helsingfors, Finland"
537,"(60.186, 24.979)",26,8,33.625,>25% & <75%,>25% & <75%,"Leonkatu 2b, 00540 Helsinki, Finland"
538,"(60.186, 24.963)",58,20,35.411764705882355,>max,>max,"Vilhonvuorenkuja 2, 00500 Helsinki, Finland"
539,"(60.186, 24.947)",52,16,35.06666666666667,>75% & <max,>max,"Kirstinkatu 4, 00530 Helsinki, Finland"
540,"(60.186, 24.98)",4,2,35.0,<25%,<25%,"Arielinkatu 6, 00540 Helsinki, Finland"
541,"(60.186, 24.919)",45,18,29.513888888888886,>max,>max,"Minna Canths gata 6, 00250 Helsingfors, Finland"
542,"(60.186, 24.941)",11,5,30.4,>25% & <75%,>25% & <75%,"Helsingegatan 46, 00510 Helsingfors, Finland"
543,"(60.186, 24.912)",9,4,26.5,>25% & <75%,>25% & <75%,"Mikael Lybecks gata 14, 00250 Helsingfors, Finland"
544,"(60.186, 24.948)",13,6,35.7,>25% & <75%,>25% & <75%,"Alpgatan 24, 00530 Helsingfors, Finland"
545,"(60.186, 24.923)",10,6,30.333333333333332,>25% & <75%,>25% & <75%,"Urheilukatu 16c, 00250 Helsinki, Finland"
546,"(60.186, 24.91)",8,2,43.0,<25%,>25% & <75%,"Lastenlinnantie 13, 00250 Helsinki, Finland"
547,"(60.186, 24.97)",1,1,39.0,<25%,<25%,"Sörnäs strandväg 22c, 00540 Helsingfors, Finland"
548,"(60.186, 24.925)",3,1,34.0,<25%,<25%,"Paavo Nurmen tie 13, 00250 Helsinki, Finland"
549,"(60.186, 24.973)",1,1,19.0,<25%,<25%,"Kaasutehtaankatu 4, 00540 Helsinki, Finland"
550,"(60.186, 24.926)",3,1,47.0,<25%,<25%,"Paavo Nurmen tie 13, 00250 Helsinki, Finland"
551,"(60.186, 24.978)",2,2,40.5,<25%,<25%,"Leonkatu 6, 00540 Helsinki, Finland"
552,"(60.183, 24.923)",18,8,28.25,>25% & <75%,>25% & <75%,"Ruusulankatu 14, 00250 Helsinki, Finland"
553,"(60.183, 24.963)",11,5,29.4,>25% & <75%,>25% & <75%,"Lintulahdenkuja 3, 00530 Helsinki, Finland"
554,"(60.183, 24.919)",33,13,28.95,>25% & <75%,>25% & <75%,"Topeliusgatan 15, 00250 Helsingfors, Finland"
555,"(60.183, 24.962)",37,15,34.82142857142857,>75% & <max,>75% & <max,"Lintulahdenkuja 4a, 00530 Helsinki, Finland"
556,"(60.183, 24.959)",64,25,30.079365079365083,>max,>max,"Ekogatan 2, 00530 Helsingfors, Finland"
557,"(60.183, 24.954)",86,30,31.65909090909091,>max,>max,"Femte linjen 6b, 00530 Helsingfors, Finland"
558,"(60.183, 24.95)",44,15,35.357142857142854,>75% & <max,>75% & <max,"Neljäs linja 14, 00530 Helsinki, Finland"
559,"(60.183, 24.921)",18,9,33.0,>25% & <75%,>25% & <75%,"Tölögatan 46, 00250 Helsingfors, Finland"
560,"(60.183, 24.925)",33,10,31.1,>25% & <75%,>25% & <75%,"Sibeliusgatan 2, 00250 Helsingfors, Finland"
561,"(60.183, 24.958)",59,19,29.215686274509803,>max,>max,"Hämeentie 28, 00530 Helsinki, Finland"
562,"(60.183, 24.953)",91,32,33.48076923076923,>max,>max,"Porthaninkatu 11a, 00530 Helsinki, Finland"
563,"(60.183, 24.961)",22,11,33.8,>25% & <75%,>25% & <75%,"Lintulahdenkuja 4a, 00530 Helsinki, Finland"
564,"(60.183, 24.955)",67,23,34.7,>max,>max,"Pengerkatu 2, 00530 Helsinki, Finland"
565,"(60.183, 24.947)",78,35,27.77777777777778,>max,>max,"Suoniogatan 4, 00530 Helsingfors, Finland"
566,"(60.183, 24.957)",51,21,34.5,>max,>max,"Ekogränd 1, 00530 Helsingfors, Finland"
567,"(60.183, 24.956)",70,22,34.73684210526316,>max,>max,"Ekogränd 3, 00530 Helsingfors, Finland"
568,"(60.183, 24.948)",36,17,29.607142857142858,>max,>25% & <75%,"Kolmas linja 16c, 00530 Helsinki, Finland"
569,"(60.183, 24.944)",32,13,31.454545454545453,>25% & <75%,>25% & <75%,"Castréninkatu 4, 00530 Helsinki, Finland"
570,"(60.183, 24.92)",29,12,30.583333333333332,>25% & <75%,>25% & <75%,"Topeliusgatan 13, 00250 Helsingfors, Finland"
571,"(60.183, 24.916)",34,11,31.85,>25% & <75%,>25% & <75%,"Rajasaarentie 1, 00250 Helsinki, Finland"
572,"(60.183, 24.946)",85,29,29.395833333333332,>max,>max,"Toinen linja 21, 00530 Helsinki, Finland"
573,"(60.183, 24.924)",43,16,34.42857142857143,>75% & <max,>75% & <max,"Sibeliusgatan 2, 00250 Helsingfors, Finland"
574,"(60.183, 24.941)",22,9,32.888888888888886,>25% & <75%,>25% & <75%,"Ensi linja 4, 00530 Helsinki, Finland"
575,"(60.183, 24.945)",38,21,29.22222222222222,>max,>75% & <max,"Toinen linja 23a, 00530 Helsinki, Finland"
576,"(60.183, 24.922)",17,5,38.8,>25% & <75%,>25% & <75%,"Tölögatan 43, 00250 Helsingfors, Finland"
577,"(60.183, 24.952)",66,23,29.55263157894737,>max,>max,"Porthaninkatu 10a, 00530 Helsinki, Finland"
578,"(60.183, 24.949)",37,13,32.041666666666664,>25% & <75%,>75% & <max,"Broholmsgatan 26c, 00530 Helsingfors, Finland"
579,"(60.183, 24.914)",27,6,30.0,>25% & <75%,>25% & <75%,"Rajasaarentie 7, 00250 Helsinki, Finland"
580,"(60.183, 24.917)",11,5,32.75,>25% & <75%,>25% & <75%,"Hummelgatan 10, 00250 Helsingfors, Finland"
581,"(60.183, 24.912)",17,6,27.0,>25% & <75%,>25% & <75%,"Rajasaarentie 2, 00250 Helsinki, Finland"
582,"(60.183, 24.915)",16,9,24.857142857142858,>25% & <75%,>25% & <75%,"Rajasaarentie 5, 00250 Helsinki, Finland"
583,"(60.183, 24.918)",15,9,35.44444444444444,>25% & <75%,>25% & <75%,"Topeliusgatan 6, 00250 Helsingfors, Finland"
584,"(60.183, 24.978)",20,9,36.5625,>25% & <75%,>25% & <75%,"Parrulaituri 10, 00540 Helsinki, Finland"
585,"(60.183, 24.976)",12,5,36.2,>25% & <75%,>25% & <75%,"Sompasaarenlaituri 2, 00540 Helsinki, Finland"
586,"(60.183, 24.943)",58,15,33.333333333333336,>75% & <max,>max,"Castréninkatu 2, 00530 Helsinki, Finland"
587,"(60.183, 24.951)",29,12,28.1,>25% & <75%,>25% & <75%,"Neljäs linja 11, 00530 Helsinki, Finland"
588,"(60.183, 24.913)",13,6,35.5,>25% & <75%,>25% & <75%,"Valhallagatan 2, 00250 Helsingfors, Finland"
589,"(60.183, 24.979)",23,6,36.5,>25% & <75%,>25% & <75%,"Junonkatu 9, 00540 Helsinki, Finland"
590,"(60.183, 24.942)",26,9,26.6875,>25% & <75%,>25% & <75%,"Ensi linja 1, 00530 Helsinki, Finland"
591,"(60.183, 24.96)",27,11,32.0,>25% & <75%,>25% & <75%,"Ekogatan 2c, 00530 Helsingfors, Finland"
592,"(60.183, 24.974)",4,1,49.0,<25%,<25%,"Sompasaarenlaituri 6, 00540 Helsinki, Finland"
593,"(60.183, 24.929)",1,1,36.0,<25%,<25%,"Helsingegatan 53, 00250 Helsingfors, Finland"
594,"(60.183, 24.98)",5,2,32.5,<25%,<25%,"Junonkatu 16, 00540 Helsinki, Finland"
595,"(60.183, 24.975)",9,3,29.666666666666668,<25%,>25% & <75%,"Sompasaarenlaituri 2, 00540 Helsinki, Finland"
596,"(60.183, 24.91)",10,2,30.0,<25%,>25% & <75%,"Råholmsbanken 1, 00250 Helsingfors, Finland"
597,"(60.183, 24.977)",16,3,38.333333333333336,<25%,>25% & <75%,"Parrulaituri 4, 00540 Helsinki, Finland"
598,"(60.183, 24.965)",6,3,24.333333333333332,<25%,<25%,"E75 21, 00530 Helsinki, Finland"
599,"(60.183, 24.964)",5,2,23.5,<25%,<25%,"E75 21, 00530 Helsinki, Finland"
600,"(60.183, 24.938)",1,1,37.0,<25%,<25%,"Eläintarhantie 18, 00530 Helsinki, Finland"
601,"(60.183, 24.966)",7,2,28.5,<25%,<25%,"Hanaholmsgatan 10, 00540 Helsingfors, Finland"
602,"(60.183, 24.94)",1,1,47.0,<25%,<25%,"Eläintarhantie 18a, 00530 Helsinki, Finland"
603,"(60.183, 24.911)",1,1,40.0,<25%,<25%,"Rajasaarentie 2, 00250 Helsinki, Finland"
604,"(60.183, 24.926)",6,1,26.0,<25%,<25%,"Mannerheimintie 17, 00101 Helsinki, Finland"
605,"(60.177, 24.928)",33,16,32.142857142857146,>75% & <max,>25% & <75%,"Södra Hesperiagatan 4, 00100 Helsingfors, Finland"
606,"(60.177, 24.925)",50,20,33.145833333333336,>max,>max,"Södra Hesperiagatan 14, 00100 Helsingfors, Finland"
607,"(60.177, 24.946)",35,11,36.18181818181818,>25% & <75%,>25% & <75%,"Långbrokajen 13, 00530 Helsingfors, Finland"
608,"(60.177, 24.927)",38,19,35.09375,>max,>75% & <max,"Fänrik Ståls gatan 12, 00100 Helsingfors, Finland"
609,"(60.177, 24.929)",39,17,35.9375,>max,>75% & <max,"Tölögatan 11, 00100 Helsingfors, Finland"
610,"(60.177, 24.922)",75,25,29.95,>max,>max,"Pohjoinen Hesperiankatu 19, 00260 Helsinki, Finland"
611,"(60.177, 24.924)",48,15,28.692307692307693,>75% & <max,>max,"Södra Hesperiagatan 16, 00100 Helsingfors, Finland"
612,"(60.177, 24.926)",34,13,33.23076923076923,>25% & <75%,>25% & <75%,"Södra Hesperiagatan 12, 00100 Helsingfors, Finland"
613,"(60.177, 24.956)",34,12,36.18181818181818,>25% & <75%,>25% & <75%,"Brobergskajen 3, 00170 Helsingfors, Finland"
614,"(60.177, 24.962)",13,2,24.5,<25%,>25% & <75%,"Pohjoisranta 25, 00170 Helsinki, Finland"
615,"(60.177, 24.923)",33,15,31.791666666666668,>75% & <max,>25% & <75%,"Pohjoinen Hesperiankatu 17 C, 00260 Helsinki, Finland"
616,"(60.177, 24.948)",27,7,39.285714285714285,>25% & <75%,>25% & <75%,"Långbrokajen 2, 00530 Helsingfors, Finland"
617,"(60.177, 24.95)",4,1,29.0,<25%,<25%,"Broholmsgatan 2, 00530 Helsingfors, Finland"
618,"(60.177, 24.957)",16,5,39.6,>25% & <75%,>25% & <75%,"Brobergskajen 3, 00170 Helsingfors, Finland"
619,"(60.177, 24.92)",28,8,34.25,>25% & <75%,>25% & <75%,"Pohjoinen Hesperiankatu 23, 00260 Helsinki, Finland"
620,"(60.177, 24.937)",5,2,40.0,<25%,<25%,"Alvar Aallon katu 51, 00100 Helsinki, Finland"
621,"(60.177, 24.954)",13,5,38.875,>25% & <75%,>25% & <75%,"Brobergskajen 16b, 00170 Helsingfors, Finland"
622,"(60.177, 24.919)",5,2,51.5,<25%,<25%,"Pohjoinen Hesperiankatu 22, 00260 Helsinki, Finland"
623,"(60.177, 24.96)",13,4,43.5,>25% & <75%,>25% & <75%,"Brobergskajen 1, 00170 Helsingfors, Finland"
624,"(60.177, 24.959)",27,10,38.0625,>25% & <75%,>25% & <75%,"Brobergskajen 1, 00170 Helsingfors, Finland"
625,"(60.177, 24.913)",3,1,39.0,<25%,<25%,"Merikannontie 3c, 00260 Helsinki, Finland"
626,"(60.177, 24.947)",16,7,34.833333333333336,>25% & <75%,>25% & <75%,"Långbrokajen 11d, 00530 Helsingfors, Finland"
627,"(60.177, 24.953)",4,2,34.0,<25%,<25%,"Brobergskajen 16b, 00170 Helsingfors, Finland"
628,"(60.177, 24.915)",3,1,31.0,<25%,<25%,"Merikannontie 3 A, 00260 Helsinki, Finland"
629,"(60.177, 24.944)",3,1,38.0,<25%,<25%,"Kaisaniemenranta 3, 00100 Helsinki, Finland"
630,"(60.177, 24.939)",2,2,33.0,<25%,<25%,"Alvar Aallon katu 5, 00100 Helsinki, Finland"
631,"(60.177, 24.945)",6,3,27.666666666666668,<25%,<25%,"Kaisaniemenranta 3, 00100 Helsinki, Finland"
632,"(60.177, 24.93)",23,5,28.25,>25% & <75%,>25% & <75%,"Mannerheimintie 40b, 00100 Helsinki, Finland"
633,"(60.177, 24.921)",46,14,31.071428571428573,>75% & <max,>max,"Pohjoinen Hesperiankatu 23a, 00260 Helsinki, Finland"
634,"(60.177, 24.961)",15,5,32.4,>25% & <75%,>25% & <75%,"Pohjoisranta 25, 00170 Helsinki, Finland"
635,"(60.177, 24.952)",4,2,33.0,<25%,<25%,"John Stenbergin ranta 4, 00530 Helsinki, Finland"
636,"(60.177, 24.949)",5,2,47.5,<25%,<25%,"Långbrokajen 5a, 00530 Helsingfors, Finland"
637,"(60.177, 24.935)",1,1,36.0,<25%,<25%,
638,"(60.177, 24.918)",4,1,36.0,<25%,<25%,"Pohjoinen Hesperiankatu 27, 00260 Helsinki, Finland"
639,"(60.177, 24.951)",4,1,45.0,<25%,<25%,"John Stenbergin ranta 2, 00530 Helsinki, Finland"
640,"(60.177, 24.914)",1,1,37.0,<25%,<25%,"Merikannontie 3 A, 00260 Helsinki, Finland"
641,"(60.177, 24.958)",6,2,29.5,<25%,<25%,"Brobergskajen 1, 00170 Helsingfors, Finland"
642,"(60.177, 24.955)",5,2,50.0,<25%,<25%,"Brobergskajen 16b, 00170 Helsingfors, Finland"
643,"(60.177, 24.916)",1,1,21.0,<25%,<25%,"Pohjoinen Hesperiankatu 35, 00260 Helsinki, Finland"
644,"(60.177, 24.917)",1,1,41.0,<25%,<25%,"Pohjoinen Hesperiankatu 33a, 00260 Helsinki, Finland"
645,"(60.162, 24.937)",97,33,34.6025641025641,>max,>max,"Albertinkatu 17, 00120 Helsinki, Finland"
646,"(60.162, 24.935)",70,23,29.30952380952381,>max,>max,"Uudenmaankatu 46, 00120 Helsinki, Finland"
647,"(60.162, 24.944)",28,8,30.0,>25% & <75%,>25% & <75%,"Sjömansgatan 4, 00120 Helsingfors, Finland"
648,"(60.162, 24.927)",81,25,31.18840579710145,>max,>max,"Repslagaregatan 3, 00180 Helsingfors, Finland"
649,"(60.162, 24.936)",85,33,32.44230769230769,>max,>max,"Albertinkatu 22, 00120 Helsinki, Finland"
650,"(60.162, 24.934)",11,6,36.166666666666664,>25% & <75%,>25% & <75%,"Sinebrychoffinkatu 11, 00120 Helsinki, Finland"
651,"(60.162, 24.938)",58,26,33.95454545454545,>max,>max,"Iso Roobertinkatu 42, 00120 Helsinki, Finland"
652,"(60.162, 24.94)",51,16,34.0,>75% & <max,>max,"Fredrikinkatu 23, 00120 Helsinki, Finland"
653,"(60.162, 24.943)",46,15,31.75,>75% & <max,>max,"Laivurinrinne 5, 00120 Helsinki, Finland"
654,"(60.162, 24.926)",72,27,29.21666666666667,>max,>max,"Lönnrotinkatu 45, 00180 Helsinki, Finland"
655,"(60.162, 24.939)",75,23,31.261904761904763,>max,>max,"Iso Roobertinkatu 38, 00120 Helsinki, Finland"
656,"(60.162, 24.942)",53,19,35.15625,>max,>max,"Bangatan 10, 00120 Helsingfors, Finland"
657,"(60.162, 24.92)",5,4,29.5,>25% & <75%,<25%,"Sandgatan 2c, 00180 Helsingfors, Finland"
658,"(60.162, 24.941)",40,15,30.6,>75% & <max,>75% & <max,"Bangatan 12, 00120 Helsingfors, Finland"
659,"(60.162, 24.915)",24,8,37.0,>25% & <75%,>25% & <75%,"Gräsvikstorget 6, 00180 Helsingfors, Finland"
660,"(60.162, 24.909)",1,1,38.0,<25%,<25%,"Skällargatan 8, 00180 Helsingfors, Finland"
661,"(60.162, 24.945)",49,14,33.38461538461539,>75% & <max,>max,"Högbergsgatan 12, 00130 Helsingfors, Finland"
662,"(60.162, 24.924)",19,7,31.142857142857142,>25% & <75%,>25% & <75%,"Gräsvikskajen 3a, 00180 Helsingfors, Finland"
663,"(60.162, 24.932)",10,7,35.42857142857143,>25% & <75%,>25% & <75%,"Bulevardi 42, 00120 Helsinki, Finland"
664,"(60.162, 24.911)",11,7,36.0,>25% & <75%,>25% & <75%,"Kellosaarenranta 3, 00180 Helsinki, Finland"
665,"(60.162, 24.917)",8,3,35.666666666666664,<25%,>25% & <75%,"Santakuja 3, 00180 Helsinki, Finland"
666,"(60.162, 24.923)",10,4,28.75,>25% & <75%,>25% & <75%,
667,"(60.162, 24.931)",39,18,35.64705882352941,>max,>75% & <max,"Bulevardi 48, 00180 Helsinki, Finland"
668,"(60.162, 24.947)",46,18,28.166666666666664,>max,>max,"Högbergsgatan 17a, 00130 Helsingfors, Finland"
669,"(60.162, 24.918)",3,1,30.0,<25%,<25%,"Santakuja 4, 00180 Helsinki, Finland"
670,"(60.162, 24.928)",21,10,31.444444444444443,>25% & <75%,>25% & <75%,
671,"(60.162, 24.925)",32,16,32.32142857142857,>75% & <max,>25% & <75%,"Lönnrotinkatu 47, 00180 Helsinki, Finland"
672,"(60.162, 24.912)",29,7,31.428571428571427,>25% & <75%,>25% & <75%,"Harmajankatu 9, 00180 Helsinki, Finland"
673,"(60.162, 24.946)",39,10,35.72222222222222,>25% & <75%,>75% & <max,"Högbergsgatan 17a, 00130 Helsingfors, Finland"
674,"(60.162, 24.953)",8,2,35.0,<25%,>25% & <75%,"Kopernikuksentie 1, 00130 Helsinki, Finland"
675,"(60.162, 24.949)",4,1,16.0,<25%,<25%,"Kasarmikatu 13, 00100 Helsinki, Finland"
676,"(60.162, 24.929)",19,8,28.25,>25% & <75%,>25% & <75%,"Sandvikskajen 11, 00180 Helsingfors, Finland"
677,"(60.162, 24.948)",30,11,31.15,>25% & <75%,>25% & <75%,"Kasarmikatu 18, 00130 Helsinki, Finland"
678,"(60.162, 24.91)",12,4,26.5,>25% & <75%,>25% & <75%,"Kellosaarenranta 5, 00180 Helsinki, Finland"
679,"(60.162, 24.93)",30,11,34.5,>25% & <75%,>25% & <75%,"Bulevardi 56, 00120 Helsinki, Finland"
680,"(60.162, 24.913)",27,6,38.166666666666664,>25% & <75%,>25% & <75%,"Kellosaarenranta 1, 00180 Helsinki, Finland"
681,"(60.162, 24.914)",5,2,26.5,<25%,<25%,"Gräsvikstorget 6, 00180 Helsingfors, Finland"
682,"(60.162, 24.933)",16,4,38.25,>25% & <75%,>25% & <75%,
683,"(60.162, 24.916)",16,6,28.833333333333332,>25% & <75%,>25% & <75%,"Bottenhavsgatan 8, 00180 Helsingfors, Finland"
684,"(60.162, 24.955)",4,3,41.333333333333336,<25%,<25%,"Tähtitorninkatu 1, 00140 Helsinki, Finland"
685,"(60.162, 24.954)",17,5,35.0,>25% & <75%,>25% & <75%,
686,"(60.162, 24.951)",6,3,33.0,<25%,<25%,"Kopernikuksentie 1, 00130 Helsinki, Finland"
687,"(60.162, 24.921)",1,1,29.0,<25%,<25%,"Sandgatan 2, 00180 Helsingfors, Finland"
688,"(60.162, 24.952)",11,2,30.5,<25%,>25% & <75%,"Kopernikuksentie 1, 00130 Helsinki, Finland"
689,"(60.162, 24.919)",15,4,34.0,>25% & <75%,>25% & <75%,"Sandgatan 2c, 00180 Helsingfors, Finland"
690,"(60.162, 24.95)",9,3,31.666666666666668,<25%,>25% & <75%,"Kasarmikatu 13, 00100 Helsinki, Finland"
691,"(60.162, 24.956)",1,1,44.0,<25%,<25%,
692,"(60.159, 24.939)",103,33,29.402777777777782,>max,>max,"Sepänkatu 11a, 00150 Helsinki, Finland"
693,"(60.159, 24.913)",4,3,26.666666666666668,<25%,<25%,"Messitytönkuja 4, 00180 Helsinki, Finland"
694,"(60.159, 24.921)",85,24,36.53174603174604,>max,>max,"Juutinraumankatu 2 B/C, 00220 Helsinki, Finland"
695,"(60.159, 24.949)",35,15,32.67857142857143,>75% & <max,>25% & <75%,"Neitsytpolku 11, 00140 Helsinki, Finland"
696,"(60.159, 24.935)",133,50,31.297979797979796,>max,>max,"Styrmansgatan 7, 00150 Helsingfors, Finland"
697,"(60.159, 24.945)",53,24,34.71739130434783,>max,>max,"Bergmansgatan 14, 00140 Helsingfors, Finland"
698,"(60.159, 24.941)",80,30,31.583333333333336,>max,>max,"Sepänkatu 5, 00150 Helsinki, Finland"
699,"(60.159, 24.948)",30,11,30.1875,>25% & <75%,>25% & <75%,"Bergmansskvären 4, 00140 Helsingfors, Finland"
700,"(60.159, 24.937)",111,46,32.11764705882353,>max,>max,"Båtsmansgatan 18, 00150 Helsingfors, Finland"
701,"(60.159, 24.938)",109,40,34.86904761904762,>max,>max,"Sepänkatu 13, 00150 Helsinki, Finland"
702,"(60.159, 24.91)",13,4,41.25,>25% & <75%,>25% & <75%,"Länsisatamankatu 19, 00180 Helsinki, Finland"
703,"(60.159, 24.944)",55,22,36.19047619047619,>max,>max,"Bergmansgatan b14, 00140 Helsingfors, Finland"
704,"(60.159, 24.943)",109,31,31.0875,>max,>max,"Bergmansgatan 20, 00150 Helsingfors, Finland"
705,"(60.159, 24.951)",56,22,32.26851851851851,>max,>max,"Tehtaankatu 1d, 00140 Helsinki, Finland"
706,"(60.159, 24.953)",32,10,32.6,>25% & <75%,>25% & <75%,"Tehtaankatu 6, 00140 Helsinki, Finland"
707,"(60.159, 24.936)",99,38,28.596774193548388,>max,>max,"Båtsmansgatan 25, 00150 Helsingfors, Finland"
708,"(60.159, 24.958)",2,2,43.0,<25%,<25%,"Kalliolinnantie 2, 00140 Helsinki, Finland"
709,"(60.159, 24.918)",41,16,30.464285714285715,>75% & <max,>75% & <max,"Juutinraumankatu 10, 00220 Helsinki, Finland"
710,"(60.159, 24.922)",18,4,35.0,>25% & <75%,>25% & <75%,"Stillahavsgatan 3, 00220 Helsingfors, Finland"
711,"(60.159, 24.934)",50,20,28.97222222222222,>max,>max,"Styrmansgatan 12, 00150 Helsingfors, Finland"
712,"(60.159, 24.947)",57,25,28.61904761904762,>max,>max,"Bergmansgatan 6, 00140 Helsingfors, Finland"
713,"(60.159, 24.96)",16,3,29.0,<25%,>25% & <75%,"Kalliolinnantie 10a, 00140 Helsinki, Finland"
714,"(60.159, 24.917)",42,13,37.36363636363637,>25% & <75%,>75% & <max,"Medelhavsgatan 10, 00220 Helsingfors, Finland"
715,"(60.159, 24.932)",6,4,33.5,>25% & <75%,<25%,"Telakkakatu 9, 00150 Helsinki, Finland"
716,"(60.159, 24.942)",61,25,32.72727272727273,>max,>max,"Laivurinkatu 35, 00150 Helsinki, Finland"
717,"(60.159, 24.94)",42,15,31.03846153846154,>75% & <max,>75% & <max,"Sepänkatu 4, 00150 Helsinki, Finland"
718,"(60.159, 24.933)",50,15,30.5,>75% & <max,>max,"Telakkakatu 9, 00150 Helsinki, Finland"
719,"(60.159, 24.952)",31,11,30.3,>25% & <75%,>25% & <75%,"Tehtaankatu 1c, 00140 Helsinki, Finland"
720,"(60.159, 24.919)",66,24,32.214285714285715,>max,>max,"Juutinraumankatu 6, 00220 Helsinki, Finland"
721,"(60.159, 24.916)",25,8,31.857142857142858,>25% & <75%,>25% & <75%,"Jätkäsaarenkuja 14, 00220 Helsinki, Finland"
722,"(60.159, 24.92)",62,23,35.30555555555556,>max,>max,"Juutinraumankatu 4, 00220 Helsinki, Finland"
723,"(60.159, 24.909)",16,4,31.75,>25% & <75%,>25% & <75%,"Utterhällsstranden 4g, 00180 Helsingfors, Finland"
724,"(60.159, 24.954)",8,4,27.0,>25% & <75%,>25% & <75%,"Parkgatan 1b, 00140 Helsingfors, Finland"
725,"(60.159, 24.959)",5,1,45.0,<25%,<25%,"Kalliolinnantie 4, 00140 Helsinki, Finland"
726,"(60.159, 24.946)",43,16,35.69230769230769,>75% & <max,>75% & <max,"Kaptensgatan 26, 00140 Helsingfors, Finland"
727,"(60.159, 24.914)",25,12,33.2,>25% & <75%,>25% & <75%,"Messitytönkuja 2, 00220 Helsinki, Finland"
728,"(60.159, 24.95)",31,10,30.875,>25% & <75%,>25% & <75%,"Tehtaankatu 1d, 00140 Helsinki, Finland"
729,"(60.159, 24.915)",31,13,38.04545454545455,>25% & <75%,>25% & <75%,"Medelhavsgatan 13, 00180 Helsingfors, Finland"
730,"(60.159, 24.912)",32,9,36.75,>25% & <75%,>25% & <75%,"Messipojankuja 20, 00180 Helsinki, Finland"
731,"(60.159, 24.955)",40,15,33.80769230769231,>75% & <max,>75% & <max,"Iso Puistotie 2, 00140 Helsinki, Finland"
732,"(60.159, 24.911)",22,6,35.333333333333336,>25% & <75%,>25% & <75%,"Martin Wegeliuksen kuja 2, 00180 Helsinki, Finland"
733,"(60.159, 24.93)",25,6,40.5,>25% & <75%,>25% & <75%,"Sandviksspiren 18, 00150 Helsingfors, Finland"
734,"(60.159, 24.961)",8,3,40.0,<25%,>25% & <75%,"Ehrenströmintie 14, 00140 Helsinki, Finland"
735,"(60.159, 24.957)",1,1,39.0,<25%,<25%,"Itäinen Puistotie 4c, 00140 Helsinki, Finland"
736,"(60.159, 24.927)",5,1,36.0,<25%,<25%,"Sandvikskajen 14, 00180 Helsingfors, Finland"
737,"(60.159, 24.931)",3,2,40.5,<25%,<25%,"Sandviksspiren 18, 00150 Helsingfors, Finland"
738,"(60.159, 24.929)",2,1,51.0,<25%,<25%,"Sandviksspiren 18, 00150 Helsingfors, Finland"
739,"(60.159, 24.956)",1,1,31.0,<25%,<25%,"Itäinen Puistotie 1, 00140 Helsinki, Finland"
740,"(60.187, 24.959)",61,26,30.42028985507246,>max,>max,"Harjutori 4, 00500 Helsinki, Finland"
741,"(60.187, 24.955)",71,27,32.328947368421055,>max,>max,"Adolfsgatan 10, 00500 Helsingfors, Finland"
742,"(60.187, 24.968)",18,9,30.625,>25% & <75%,>25% & <75%,"Suvilahdenkatu 4, 00500 Helsinki, Finland"
